order_id,order_date,supplier,supplier_region,product_category,sku,transport_mode,carrier,destination_dc,units_ordered,units_received,unit_cost,promised_lead_time_days,actual_lead_time_days,promised_delivery_date,actual_delivery_date,delay_days,status,on_time,in_full,order_value,otif
PO-2025-00056,2025-05-07,Allegheny Metals,North America,Raw Materials,RAW-8144,Ground,RoadRunner Freight,DC-South (GA),2126,2126.0,7.27,8,7.0,2025-05-15,2025-05-14,0.0,Delivered,True,True,15456.02,1.0
PO-2025-00057,2025-05-08,Allegheny Metals,North America,Raw Materials,RAW-4453,Ground,RoadRunner Freight,DC-East (PA),2153,2153.0,6.16,8,5.0,2025-05-16,2025-05-13,0.0,Delivered,True,True,13262.48,1.0
PO-2025-00058,2025-05-08,Monterrey Assembly,LATAM,Finished Goods,FIN-7361,Ground,RoadRunner Freight,DC-Central (TX),78,78.0,62.81,12,9.0,2025-05-20,2025-05-17,0.0,Delivered,True,True,4899.18,1.0
PO-2025-00059,2025-05-08,Shenzhen Precision Ltd,APAC,Electronics,ELE-4391,Ocean,BlueWave Lines,DC-East (PA),109,109.0,33.1,31,21.0,2025-06-08,2025-05-29,0.0,Delivered,True,True,3607.9,1.0
PO-2025-00060,2025-05-08,São Paulo Supply,LATAM,Finished Goods,FIN-7842,Ocean,BlueWave Lines,DC-West (CA),101,89.0,76.33,28,22.0,2025-06-05,2025-05-30,0.0,Delivered,True,False,7709.33,0.0
PO-2025-00061,2025-05-08,Pacific Components Co.,APAC,Electronics,ELE-5343,Ocean,Meridian Shipping,DC-South (GA),118,118.0,39.77,32,27.0,2025-06-09,2025-06-04,0.0,Delivered,True,True,4692.86,1.0
PO-2025-00062,2025-05-08,Pacific Components Co.,APAC,Components,COM-1412,Ocean,BlueWave Lines,DC-South (GA),612,612.0,7.07,34,31.0,2025-06-11,2025-06-08,0.0,Delivered,True,True,4326.84,1.0
PO-2025-00063,2025-05-08,Iberia Logistics SA,EMEA,Packaging,PAC-4236,Ocean,Meridian Shipping,DC-West (CA),5382,5382.0,1.52,24,22.0,2025-06-01,2025-05-30,0.0,Delivered,True,True,8180.64,1.0
PO-2025-00064,2025-05-08,Pacific Components Co.,APAC,Electronics,ELE-1102,Ocean,Meridian Shipping,DC-South (GA),109,109.0,48.23,34,30.0,2025-06-11,2025-06-07,0.0,Delivered,True,True,5257.07,1.0
PO-2025-00065,2025-05-09,Monterrey Assembly,LATAM,Components,COM-5238,Ground,RoadRunner Freight,DC-East (PA),587,587.0,12.53,12,7.0,2025-05-21,2025-05-16,0.0,Delivered,True,True,7355.11,1.0
PO-2025-00066,2025-05-09,Rhine Components GmbH,EMEA,Components,COM-9584,Air,AeroFast,DC-East (PA),607,506.0,11.89,10,6.0,2025-05-19,2025-05-15,0.0,Delivered,True,False,7217.23,0.0
PO-2025-00067,2025-05-09,Pacific Components Co.,APAC,Electronics,ELE-2057,Ocean,Meridian Shipping,DC-West (CA),113,113.0,51.83,35,29.0,2025-06-13,2025-06-07,0.0,Delivered,True,True,5856.79,1.0
PO-2025-00068,2025-05-09,São Paulo Supply,LATAM,Finished Goods,FIN-7237,Ocean,BlueWave Lines,DC-South (GA),83,83.0,95.8,29,26.0,2025-06-07,2025-06-04,0.0,Delivered,True,True,7951.4,1.0
PO-2025-00069,2025-05-09,São Paulo Supply,LATAM,Raw Materials,RAW-9693,Ocean,BlueWave Lines,DC-Central (TX),2139,2139.0,8.01,28,26.0,2025-06-06,2025-06-04,0.0,Delivered,True,True,17133.39,1.0
PO-2025-00070,2025-05-09,Allegheny Metals,North America,Components,COM-9321,Ground,Continental Trucking,DC-West (CA),635,635.0,16.81,8,9.0,2025-05-17,2025-05-18,1.0,Delivered,False,True,10674.35,0.0
PO-2025-00071,2025-05-09,Iberia Logistics SA,EMEA,Packaging,PAC-1002,Ocean,Meridian Shipping,DC-West (CA),5388,5388.0,0.88,22,16.0,2025-05-31,2025-05-25,0.0,Delivered,True,True,4741.44,1.0
PO-2025-00072,2025-05-09,Allegheny Metals,North America,Components,COM-4918,Ground,RoadRunner Freight,DC-West (CA),615,615.0,11.06,6,5.0,2025-05-15,2025-05-14,0.0,Delivered,True,True,6801.9,1.0
PO-2025-00073,2025-05-10,São Paulo Supply,LATAM,Raw Materials,RAW-6952,Ocean,Meridian Shipping,DC-West (CA),2227,2227.0,8.2,27,23.0,2025-06-06,2025-06-02,0.0,Delivered,True,True,18261.4,1.0
PO-2025-00074,2025-05-10,São Paulo Supply,LATAM,Finished Goods,FIN-9286,Ocean,BlueWave Lines,DC-Central (TX),78,78.0,106.9,29,26.0,2025-06-08,2025-06-05,0.0,Delivered,True,True,8338.2,1.0
PO-2025-00075,2025-05-10,Iberia Logistics SA,EMEA,Packaging,PAC-9785,Ocean,BlueWave Lines,DC-Central (TX),5530,5530.0,1.21,23,22.0,2025-06-02,2025-06-01,0.0,Delivered,True,True,6691.3,1.0
PO-2025-00076,2025-05-10,Great Lakes Packaging,North America,Packaging,PAC-3951,Ground,Continental Trucking,DC-East (PA),5318,5318.0,1.38,6,3.0,2025-05-16,2025-05-13,0.0,Delivered,True,True,7338.84,1.0
PO-2025-00077,2025-05-10,Pacific Components Co.,APAC,Electronics,ELE-6371,Ocean,BlueWave Lines,DC-Central (TX),122,122.0,38.68,33,28.0,2025-06-12,2025-06-07,0.0,Delivered,True,True,4718.96,1.0
PO-2025-00078,2025-05-10,Bangalore ElectroTech,APAC,Electronics,ELE-7218,Air,AeroFast,DC-South (GA),114,114.0,58.83,11,9.0,2025-05-21,2025-05-19,0.0,Delivered,True,True,6706.62,1.0
PO-2025-00079,2025-05-10,Rhine Components GmbH,EMEA,Electronics,ELE-1768,Air,SkyBridge Air Cargo,DC-South (GA),133,133.0,40.77,9,5.0,2025-05-19,2025-05-15,0.0,Delivered,True,True,5422.41,1.0
PO-2025-00080,2025-05-11,São Paulo Supply,LATAM,Finished Goods,FIN-9190,Ocean,Meridian Shipping,DC-South (GA),96,96.0,93.34,29,30.0,2025-06-09,2025-06-10,1.0,Delivered,False,True,8960.64,0.0
PO-2025-00081,2025-05-11,Pacific Components Co.,APAC,Electronics,ELE-8148,Ocean,Meridian Shipping,DC-West (CA),147,122.0,39.47,33,31.0,2025-06-13,2025-06-11,0.0,Delivered,True,False,5802.09,0.0
PO-2025-00082,2025-05-11,Bangalore ElectroTech,APAC,Electronics,ELE-4028,Air,AeroFast,DC-Central (TX),122,122.0,39.83,12,10.0,2025-05-23,2025-05-21,0.0,Delivered,True,True,4859.26,1.0
PO-2025-00083,2025-05-11,São Paulo Supply,LATAM,Raw Materials,RAW-9098,Ocean,Meridian Shipping,DC-East (PA),2138,2138.0,7.12,27,22.0,2025-06-07,2025-06-02,0.0,Delivered,True,True,15222.56,1.0
PO-2025-00084,2025-05-11,Allegheny Metals,North America,Raw Materials,RAW-1099,Ground,Continental Trucking,DC-West (CA),2240,2240.0,9.26,7,5.0,2025-05-18,2025-05-16,0.0,Delivered,True,True,20742.4,1.0
PO-2025-00085,2025-05-11,São Paulo Supply,LATAM,Raw Materials,RAW-9430,Ocean,Meridian Shipping,DC-South (GA),2215,2215.0,5.42,27,22.0,2025-06-07,2025-06-02,0.0,Delivered,True,True,12005.3,1.0
PO-2025-00086,2025-05-11,Monterrey Assembly,LATAM,Finished Goods,FIN-1425,Ground,Continental Trucking,DC-South (GA),104,104.0,59.98,12,12.0,2025-05-23,2025-05-23,0.0,Delivered,True,True,6237.92,1.0
PO-2025-00087,2025-05-11,Monterrey Assembly,LATAM,Components,COM-6185,Ground,Continental Trucking,DC-Central (TX),581,581.0,15.11,11,9.0,2025-05-22,2025-05-20,0.0,Delivered,True,True,8778.91,1.0
PO-2025-00088,2025-05-12,Shenzhen Precision Ltd,APAC,Components,COM-3235,Ocean,Meridian Shipping,DC-Central (TX),579,579.0,13.72,33,31.0,2025-06-14,2025-06-12,0.0,Delivered,True,True,7943.88,1.0
PO-2025-00089,2025-05-12,São Paulo Supply,LATAM,Finished Goods,FIN-1166,Ocean,BlueWave Lines,DC-Central (TX),84,84.0,50.77,29,17.0,2025-06-10,2025-05-29,0.0,Delivered,True,True,4264.68,1.0
PO-2025-00090,2025-05-12,Iberia Logistics SA,EMEA,Packaging,PAC-6001,Ocean,Meridian Shipping,DC-Central (TX),5371,5371.0,1.28,23,20.0,2025-06-04,2025-06-01,0.0,Delivered,True,True,6874.88,1.0
PO-2025-00091,2025-05-12,Iberia Logistics SA,EMEA,Finished Goods,FIN-9076,Ocean,Meridian Shipping,DC-Central (TX),83,83.0,77.71,26,24.0,2025-06-07,2025-06-05,0.0,Delivered,True,True,6449.93,1.0
PO-2025-00092,2025-05-13,Shenzhen Precision Ltd,APAC,Components,COM-4974,Ocean,Meridian Shipping,DC-East (PA),581,581.0,20.82,33,29.0,2025-06-15,2025-06-11,0.0,Delivered,True,True,12096.42,1.0
PO-2025-00093,2025-05-13,Bangalore ElectroTech,APAC,Electronics,ELE-6369,Air,AeroFast,DC-South (GA),129,129.0,23.74,13,7.0,2025-05-26,2025-05-20,0.0,Delivered,True,True,3062.46,1.0
PO-2025-00094,2025-05-13,Pacific Components Co.,APAC,Components,COM-8327,Ocean,Meridian Shipping,DC-Central (TX),570,570.0,11.99,34,36.0,2025-06-16,2025-06-18,2.0,Delivered,False,True,6834.3,0.0
PO-2025-00095,2025-05-13,Iberia Logistics SA,EMEA,Finished Goods,FIN-1154,Ocean,BlueWave Lines,DC-West (CA),72,72.0,71.25,23,23.0,2025-06-05,2025-06-05,0.0,Delivered,True,True,5130.0,1.0
PO-2025-00096,2025-05-13,Great Lakes Packaging,North America,Packaging,PAC-6490,Ground,RoadRunner Freight,DC-Central (TX),5406,5406.0,1.2,6,5.0,2025-05-19,2025-05-18,0.0,Delivered,True,True,6487.2,1.0
PO-2025-00097,2025-05-13,Bangalore ElectroTech,APAC,Electronics,ELE-2662,Air,SkyBridge Air Cargo,DC-East (PA),118,118.0,48.03,12,11.0,2025-05-25,2025-05-24,0.0,Delivered,True,True,5667.54,1.0
PO-2025-00098,2025-05-13,Great Lakes Packaging,North America,Packaging,PAC-4441,Ground,Continental Trucking,DC-Central (TX),5561,5561.0,1.61,8,6.0,2025-05-21,2025-05-19,0.0,Delivered,True,True,8953.21,1.0
PO-2025-00099,2025-05-13,Pacific Components Co.,APAC,Components,COM-3182,Ocean,BlueWave Lines,DC-East (PA),607,607.0,20.28,34,30.0,2025-06-16,2025-06-12,0.0,Delivered,True,True,12309.96,1.0
PO-2025-00100,2025-05-13,Bangalore ElectroTech,APAC,Electronics,ELE-1331,Air,AeroFast,DC-South (GA),138,138.0,46.54,12,7.0,2025-05-25,2025-05-20,0.0,Delivered,True,True,6422.52,1.0
PO-2025-00101,2025-05-13,Great Lakes Packaging,North America,Packaging,PAC-9868,Ground,RoadRunner Freight,DC-West (CA),5418,5418.0,1.37,7,4.0,2025-05-20,2025-05-17,0.0,Delivered,True,True,7422.66,1.0
PO-2025-00102,2025-05-13,Bangalore ElectroTech,APAC,Electronics,ELE-6602,Air,SkyBridge Air Cargo,DC-East (PA),109,109.0,52.76,13,8.0,2025-05-26,2025-05-21,0.0,Delivered,True,True,5750.84,1.0
PO-2025-00103,2025-05-13,Monterrey Assembly,LATAM,Finished Goods,FIN-5699,Ground,Continental Trucking,DC-South (GA),79,70.0,106.63,11,8.0,2025-05-24,2025-05-21,0.0,Delivered,True,False,8423.77,0.0
PO-2025-00104,2025-05-14,Bangalore ElectroTech,APAC,Electronics,ELE-4531,Air,AeroFast,DC-East (PA),106,106.0,45.75,11,11.0,2025-05-25,2025-05-25,0.0,Delivered,True,True,4849.5,1.0
PO-2025-00105,2025-05-14,São Paulo Supply,LATAM,Finished Goods,FIN-9883,Ocean,Meridian Shipping,DC-East (PA),94,94.0,117.98,27,25.0,2025-06-10,2025-06-08,0.0,Delivered,True,True,11090.12,1.0
PO-2025-00106,2025-05-14,Pacific Components Co.,APAC,Components,COM-4705,Ocean,Meridian Shipping,DC-Central (TX),608,608.0,12.9,33,34.0,2025-06-16,2025-06-17,1.0,Delivered,False,True,7843.2,0.0
PO-2025-00107,2025-05-14,Rhine Components GmbH,EMEA,Electronics,ELE-9630,Air,AeroFast,DC-South (GA),118,118.0,39.7,10,9.0,2025-05-24,2025-05-23,0.0,Delivered,True,True,4684.6,1.0
PO-2025-00108,2025-05-14,Pacific Components Co.,APAC,Electronics,ELE-3732,Ocean,Meridian Shipping,DC-West (CA),116,116.0,42.67,33,33.0,2025-06-16,2025-06-16,0.0,Delivered,True,True,4949.72,1.0
PO-2025-00109,2025-05-14,São Paulo Supply,LATAM,Raw Materials,RAW-4127,Ocean,BlueWave Lines,DC-South (GA),2141,2141.0,6.62,28,26.0,2025-06-11,2025-06-09,0.0,Delivered,True,True,14173.42,1.0
PO-2025-00110,2025-05-14,São Paulo Supply,LATAM,Finished Goods,FIN-7148,Ocean,Meridian Shipping,DC-Central (TX),90,90.0,96.28,28,26.0,2025-06-11,2025-06-09,0.0,Delivered,True,True,8665.2,1.0
PO-2025-00111,2025-05-14,Monterrey Assembly,LATAM,Components,COM-3481,Ground,Continental Trucking,DC-West (CA),622,622.0,16.03,11,9.0,2025-05-25,2025-05-23,0.0,Delivered,True,True,9970.66,1.0
PO-2025-00112,2025-05-14,Iberia Logistics SA,EMEA,Finished Goods,FIN-1080,Ocean,Meridian Shipping,DC-South (GA),87,87.0,96.02,24,26.0,2025-06-07,2025-06-09,2.0,Delivered,False,True,8353.74,0.0
PO-2025-00113,2025-05-14,Rhine Components GmbH,EMEA,Electronics,ELE-1415,Air,AeroFast,DC-Central (TX),108,108.0,33.58,8,4.0,2025-05-22,2025-05-18,0.0,Delivered,True,True,3626.64,1.0
PO-2025-00114,2025-05-14,Monterrey Assembly,LATAM,Components,COM-1493,Ground,RoadRunner Freight,DC-South (GA),658,658.0,10.44,10,6.0,2025-05-24,2025-05-20,0.0,Delivered,True,True,6869.52,1.0
PO-2025-00115,2025-05-14,Bangalore ElectroTech,APAC,Electronics,ELE-7283,Air,AeroFast,DC-East (PA),129,129.0,49.0,13,7.0,2025-05-27,2025-05-21,0.0,Delivered,True,True,6321.0,1.0
PO-2025-00116,2025-05-14,Rhine Components GmbH,EMEA,Components,COM-8810,Air,SkyBridge Air Cargo,DC-South (GA),536,536.0,19.02,9,6.0,2025-05-23,2025-05-20,0.0,Delivered,True,True,10194.72,1.0
PO-2025-00117,2025-05-15,Pacific Components Co.,APAC,Electronics,ELE-1682,Ocean,Meridian Shipping,DC-East (PA),94,94.0,30.76,35,34.0,2025-06-19,2025-06-18,0.0,Delivered,True,True,2891.44,1.0
